,player_ids,player_names,player_birthdays,player_birthcities,player_birthcountries,player_nationalities,player_heights,player_weights,player_handedness,player_positions
2513,8449795,Mark Napier,1957-01-28,Toronto,CAN,CAN,"5' 9""",185,L,Right Wing
2385,8446149,Joe Contini,1957-01-29,Galt,CAN,CAN,"5' 10""",178,L,Center
2412,8450641,Wayne Ramsey,1957-01-31,Hamiota,CAN,CAN,"6' 0""",200,L,Defenseman
2583,8446168,Ross Cory,1957-02-04,Calgary,CAN,CAN,"6' 2""",195,L,Defenseman
2801,8445225,Jeff Bandura,1957-02-04,White Rock,CAN,CAN,"6' 1""",195,R,Defenseman
2669,8446535,Norm Dupont,1957-02-05,Montréal,CAN,CAN,"5' 10""",185,L,Left Wing
2960,8452154,Val James,1957-02-14,Ocala,USA,USA,"6' 2""",205,L,Left Wing
2835,8447733,Archie Henderson,1957-02-17,Calgary,CAN,CAN,"6' 6""",220,R,Right Wing
3037,8447951,Warren Holmes,1957-02-18,Beeton,CAN,CAN,"6' 1""",195,L,Center
2458,8447505,Glen Hanlon,1957-02-20,Brandon,CAN,CAN,"6' 0""",185,L,Goalie
2720,8449743,Joe Mullen,1957-02-26,New York City,USA,USA,"5' 9""",180,R,Right Wing
2493,8447302,Tom Gorence,1957-03-11,St. Paul,USA,USA,"6' 0""",190,R,Right Wing
2475,8451917,John Tonelli,1957-03-23,Hamilton,CAN,CAN,"6' 1""",200,L,Left Wing
2950,8446255,Bruce Crowder,1957-03-25,Essex,CAN,CAN,"6' 0""",180,R,Right Wing
2418,8444944,John Anderson,1957-03-28,Toronto,CAN,CAN,"5' 11""",200,L,Right Wing
2428,8447245,Eddy Godin,1957-03-29,Donnacona,CAN,CAN,"5' 10""",190,L,Right Wing
2421,8448285,Trevor Johansen,1957-03-30,Thunder Bay,CAN,CAN,"5' 9""",200,R,Defenseman
2408,8446939,Dwight Foster,1957-04-02,Toronto,CAN,CAN,"5' 10""",190,R,Right Wing
2509,8448170,Randy Ireland,1957-04-05,Biggar,CAN,CAN,"6' 0""",165,L,Goalie
2873,8451601,Roy Sommer,1957-04-05,Oakland,USA,USA,"5' 11""",180,L,Center
2676,8451308,Richard Sevigny,1957-04-11,Montréal,CAN,CAN,"5' 8""",178,L,Goalie
2440,8446237,Mike Crombeen,1957-04-16,Sarnia,CAN,CAN,"5' 11""",190,R,Right Wing
2429,8448873,Mark Lofthouse,1957-04-21,New Westminster,CAN,CAN,"6' 2""",195,R,Right Wing
2663,8451721,James Stewart Jr,1957-04-23,Cambridge,USA,USA,"5' 10""",169,L,Goalie
2541,8448579,Neil Labatte,1957-04-24,Toronto,CAN,CAN,"6' 2""",178,L,Defenseman
2435,8451145,Jean Savard,1957-04-26,Verdun,CAN,CAN,"5' 10""",171,R,Center
3248,8447554,Keith Hanson,1957-04-26,Ada,USA,USA,"6' 5""",215,R,Defenseman
2457,8445249,Murray Bannerman,1957-04-27,Fort Frances,CAN,CAN,"5' 11""",185,R,Goalie
2843,8450209,Dave Parro,1957-04-30,Saskatoon,CAN,CAN,"5' 10""",165,L,Goalie
2426,8452579,Miles Zaharko,1957-04-30,Mannville,CAN,CAN,"6' 0""",209,L,Defenseman
2807,8452271,Peter Wallin,1957-04-30,Stockholm,SWE,SWE,"5' 9""",169,R,Right Wing
3168,8451771,Steve Stoyanovich,1957-05-02,London,CAN,CAN,"6' 2""",200,NA,Left Wing
2511,8448651,Rod Langway,1957-05-03,Maaq,TWN,USA,"6' 3""",218,L,Defenseman
3103,8448125,Peter Ihnacak,1957-05-03,Poprad,SVK,SVK,"6' 1""",195,R,Center
2562,8446178,Alain Cote,1957-05-03,Matane,CAN,CAN,"5' 10""",203,L,Left Wing
2647,8445218,Steve Baker,1957-05-06,Boston,USA,USA,"6' 3""",200,L,Goalie
3120,8447571,Tim Harrer,1957-05-10,Bloomington,USA,USA,"6' 0""",185,R,Right Wing
2575,8451875,Gregory Tebbutt,1957-05-11,North Vancouver,CAN,CAN,"6' 3""",216,L,Defenseman
2411,8446533,Richie Dunn,1957-05-12,Boston,USA,USA,"6' 0""",200,L,Defenseman
2437,8444872,Jeff Allan,1957-05-17,Hull,CAN,CAN,"6' 1""",194,L,Defenseman
3242,8448219,Bob Janecyk,1957-05-18,Chicago,USA,USA,"6' 0""",180,L,Goalie
2438,8445206,John Baby,1957-05-18,Sudbury,CAN,CAN,"6' 0""",195,R,Defenseman
2399,8448019,Dave Hoyda,1957-05-20,Edmonton,CAN,CAN,"6' 1""",205,L,Left Wing
2444,8447839,John Hilworth,1957-05-23,Jasper,CAN,CAN,"6' 4""",205,R,Defenseman
2430,8450359,Robert Picard,1957-05-25,Montréal,CAN,CAN,"6' 2""",207,L,Defenseman
2674,8450938,Morris Robinson,1957-05-29,Winchester,CAN,CAN,"6' 3""",189,NA,Defenseman
2691,8446212,Jim Craig,1957-05-31,North Easton,USA,USA,"6' 0""",189,L,Goalie
2403,8446320,Kim Davis,1957-05-31,Flin Flon,CAN,CAN,"5' 11""",170,L,Center
2632,8445451,Doug Berry,1957-06-03,New Westminster,CAN,CAN,"6' 1""",190,L,Center
2384,8445397,Barry Beck,1957-06-03,Vancouver,CAN,CAN,"6' 3""",216,L,Defenseman
2443,8446104,Roland Cloutier,1957-06-10,Trois-Rivières,CAN,CAN,"5' 8""",157,L,Center
2968,8447940,Mark Holden,1957-06-12,Weymouth,USA,USA,"5' 10""",165,L,Goalie
2722,8445058,Ron Areshenkoff,1957-06-13,Grand Forks,CAN,CAN,"6' 0""",175,L,Center
3673,8449281,Steve Martinson,1957-06-21,Minnetonka,USA,USA,"6' 1""",205,L,Left Wing
2390,8446353,Lucien DeBlois,1957-06-21,Joliette,CAN,CAN,"5' 11""",200,R,Center
2581,8445900,Scott Campbell,1957-06-22,Toronto,CAN,CAN,"6' 3""",205,L,Defenseman
2502,8449627,Greg Millen,1957-06-25,Toronto,CAN,CAN,"5' 9""",175,R,Goalie
2516,8448727,Don Laurence,1957-06-27,Galt,CAN,CAN,"5' 9""",175,R,Center
2806,8449838,Lance Nethery,1957-06-28,Toronto,CAN,CAN,"6' 0""",185,L,Center
3295,8448408,Hannu Kamppuri,1957-07-01,Helsinki,FIN,FIN,"6' 0""",171,L,Goalie
2436,8452489,Doug Wilson,1957-07-05,Ottawa,CAN,CAN,"6' 1""",187,L,Defenseman
2391,8446531,Ron Duguay,1957-07-06,Sudbury,CAN,CAN,"6' 2""",200,R,Center
2469,8449315,Brad Maxwell,1957-07-08,Brandon,CAN,CAN,"6' 2""",194,R,Defenseman
2733,8451298,Dave Semenko,1957-07-12,Winnipeg,CAN,CAN,"6' 2""",216,L,Left Wing
2400,8449346,Kevin McCarthy,1957-07-14,Winnipeg,CAN,CAN,"5' 10""",194,R,Defenseman
2618,8451244,Maynard Schurman,1957-07-16,Summerside,CAN,CAN,"6' 3""",205,L,Left Wing
2393,8447301,Benoit Gosselin,1957-07-19,Montréal,CAN,CAN,"5' 11""",190,L,Left Wing
2796,8448071,Jack Hughes,1957-07-20,Somerville,USA,USA,"6' 1""",205,R,Defenseman
3284,8448827,Peter Loob,1957-07-23,Gotland,SWE,SWE,"6' 3""",213,R,Defenseman
3113,8449949,Jack O'Callahan,1957-07-24,Charlestown,USA,USA,"6' 0""",187,R,Defenseman
2713,8448523,Jim Korn,1957-07-28,Hopkins,USA,USA,"6' 4""",220,L,Defenseman
2599,8449291,Markus Mattsson,1957-07-30,Suoniemi,FIN,FIN,"6' 0""",182,R,Goalie
2499,8450343,Pete Peeters,1957-08-17,Edmonton,CAN,CAN,"6' 0""",194,L,Goalie
3139,8447217,Bob Gladney,1957-08-27,Come-By-Chance,CAN,CAN,"5' 11""",185,L,Defenseman
2448,8450475,Robert Plumb,1957-08-29,Kingston,CAN,CAN,"5' 8""",166,L,Left Wing
2685,8447305,Bobby Gould,1957-09-02,Petrolia,CAN,CAN,"6' 0""",195,R,Right Wing
2775,8451567,Doug Smail,1957-09-02,Moose Jaw,CAN,CAN,"5' 9""",175,L,Left Wing
2656,8447931,Rob Holland,1957-09-10,Montréal,CAN,CAN,"6' 0""",187,L,Goalie
2967,8448713,Craig Laughlin,1957-09-14,Toronto,CAN,CAN,"6' 0""",190,R,Right Wing
2476,8446539,Mike Dwyer,1957-09-16,Brampton,CAN,CAN,"5' 11""",172,L,Left Wing
3048,8457716,Daniel Poulin,1957-09-19,Robertsville,CAN,CAN,"5' 10""",185,R,Defenseman
2407,8446909,Mike Forbes,1957-09-20,Brampton,CAN,CAN,"6' 2""",200,R,Defenseman
2654,8448304,Mark Johnson,1957-09-22,Madison,USA,USA,"5' 9""",170,L,Center
2633,8447140,Mario Giallonardo,1957-09-23,Toronto,CAN,CAN,"5' 11""",201,L,Defenseman
2616,8450905,Gordie Roberts,1957-10-02,Detroit,USA,USA,"6' 1""",195,L,Defenseman
2414,8451732,Bill Stewart,1957-10-06,Toronto,CAN,ITA,"6' 0""",178,R,Defenseman
2433,8448469,Reg Kerr,1957-10-16,Oxbow,CAN,CAN,"5' 10""",180,L,Center
2524,8451956,Brent Tremblay,1957-11-01,North Bay,CAN,CAN,"6' 2""",194,L,Defenseman
2484,8446094,Dan Clark,1957-11-03,Toronto,CAN,CAN,"6' 1""",195,L,Defenseman
2427,8445793,Nelson Burton,1957-11-06,Sydney,CAN,CAN,"6' 0""",205,L,Left Wing
2526,8445619,Rollie Boutin,1957-11-06,Westlock,CAN,CAN,"5' 10""",189,L,Goalie
2453,8446279,Tony Currie,1957-11-12,Sydney Mines,CAN,CAN,"5' 11""",166,R,Right Wing
3043,8447696,Peter Hayek,1957-11-16,Minneapolis,USA,USA,"5' 10""",200,L,Center
2872,8451029,Tom Roulston,1957-11-20,Winnipeg,CAN,CAN,"6' 1""",185,R,Center
2389,8450384,Randy Pierce,1957-11-23,Arnprior,CAN,CAN,"6' 0""",187,R,Right Wing
2466,8447003,Jamie Gallimore,1957-11-28,Edmonton,CAN,CAN,"6' 0""",180,R,Right Wing
3066,8451782,Robert Sullivan,1957-11-29,Noranda,CAN,CAN,"6' 0""",225,L,Left Wing
2439,8446074,Dan Chicoine,1957-11-30,Sherbrooke,CAN,CAN,"5' 11""",192,R,Right Wing
2607,8447821,Brian Hill,1957-12-01,Regina,CAN,CAN,"6' 0""",175,R,Center
2450,8452196,Rick Vasko,1957-12-01,St. Catharines,CAN,CAN,"6' 0""",200,L,Defenseman
2741,8447703,Steve Hazlett,1957-12-12,Sarnia,CAN,CAN,"5' 9""",170,L,Center
3210,8445267,Normand Baron,1957-12-15,Verdun,CAN,CAN,"6' 0""",205,L,Left Wing
2515,8451099,Rocky Saganiuk,1957-12-15,Myrnam,CAN,CAN,"5' 8""",185,L,Right Wing
2395,8449171,Mario Marois,1957-12-15,L'Ancienne-Lorette,CAN,CAN,"5' 11""",190,R,Defenseman
2413,8451255,Ric Seiling,1957-12-16,Elmira,CAN,CAN,"6' 0""",180,R,Right Wing
2728,8448116,Dave Hunter,1958-01-01,Petrolia,CAN,CAN,"5' 11""",195,L,Left Wing
2645,8451361,Dave Silk,1958-01-01,Scituate,USA,USA,"5' 10""",189,R,Right Wing
3680,8448029,Jiri Hrdina,1958-01-05,Prague,CZE,CZE,"6' 0""",195,L,Center
2751,8448410,Doug Keans,1958-01-07,Pembroke,CAN,CAN,"5' 8""",182,L,Goalie
2664,8449353,Rob McClanahan,1958-01-09,St. Paul,USA,USA,"5' 10""",180,L,Center
2837,8448898,Dwayne Lowdermilk,1958-01-09,Burnaby,CAN,CAN,"5' 10""",200,NA,Defenseman
2545,8446957,Curt Fraser,1958-01-12,Cincinnati,USA,CAN,"6' 1""",200,L,Left Wing
2504,8449880,Graeme Nicolson,1958-01-13,North Bay,CAN,CAN,"6' 0""",185,R,Defenseman
2534,8448025,Willie Huber,1958-01-15,Strasskirchen,DEU,CAN,"6' 4""",230,R,Defenseman
3125,8445449,Tim Bernhardt,1958-01-17,Sarnia,CAN,CAN,"5' 8""",163,L,Goalie
2605,8446469,Jordy Douglas,1958-01-20,Winnipeg,CAN,CAN,"6' 0""",200,L,Left Wing
2752,8446065,Steve Christoff,1958-01-23,Richfield,USA,USA,"6' 1""",180,R,Center
2642,8449165,Ray Markham,1958-01-23,Windsor,CAN,CAN,"6' 3""",207,R,Center
2670,8447115,Danny Geoffrion,1958-01-24,Montréal,CAN,CAN,"5' 10""",185,R,Right Wing
2481,8449571,Paul Messier,1958-01-27,Nottingham,GBR,GBR,"6' 0""",160,R,Center
2550,8451566,Stan Smyl,1958-01-28,Glendon,CAN,CAN,"5' 8""",189,R,Right Wing
2491,8446111,Glen Cochrane,1958-01-29,Kamloops,CAN,CAN,"6' 0""",210,L,Defenseman
2679,8448503,Mark Kirton,1958-02-03,Regina,CAN,CAN,"5' 10""",170,L,Center
2527,8447812,Tim Higgins,1958-02-07,Ottawa,CAN,CAN,"6' 0""",185,R,Right Wing
2673,8449883,Chris Nilan,1958-02-09,Boston,USA,USA,"6' 0""",205,R,Right Wing
2529,8450217,Rick Paterson,1958-02-10,Kingston,CAN,CAN,"5' 9""",190,R,Center
2485,8446443,Andre Dore,1958-02-11,Ottawa,CAN,CAN,"6' 2""",200,R,Defenseman
2556,8451476,Bobby Smith,1958-02-12,North Sydney,CAN,CAN,"6' 4""",210,L,Center
2536,8450341,Brent Peterson,1958-02-15,Calgary,CAN,CAN,"6' 0""",190,R,Center
2507,8449445,Tony McKegney,1958-02-15,Montréal,CAN,CAN,"6' 1""",200,L,Left Wing
2980,8450179,Robert Parent,1958-02-19,Windsor,CAN,CAN,"5' 10""",176,L,Goalie
2501,8449531,Michael Meeker,1958-02-23,Kingston,CAN,CAN,"5' 10""",194,R,Right Wing
2866,8449569,Greg Meredith,1958-02-23,Toronto,CAN,CAN,"6' 0""",209,R,Right Wing
2694,8446159,Tim Coulis,1958-02-24,Kenora,CAN,CAN,"6' 0""",200,L,Left Wing
2603,8445723,Jeff Brubaker,1958-02-24,Frederick,USA,USA,"6' 2""",207,L,Left Wing
2932,8450251,Mark Pavelich,1958-02-28,Eveleth,USA,USA,"5' 8""",170,R,Center
2836,8448351,Jay Johnston,1958-02-28,Hamilton,CAN,CAN,"5' 11""",195,L,Defenseman
2495,8448894,Daniel Lucas,1958-02-28,Powell River,CAN,CAN,"6' 2""",189,R,Right Wing
2505,8451253,Al Secord,1958-03-03,Sudbury,CAN,CAN,"6' 1""",205,NA,Left Wing
2858,8448981,Paul MacLean,1958-03-09,Grostenquin,FRA,CAN,"6' 2""",218,R,Right Wing
2528,8448743,Doug Lecuyer,1958-03-10,Wainwright,CAN,CAN,"5' 9""",180,L,Left Wing
2725,8445987,Ron Carter,1958-03-14,Montréal,CAN,CAN,"6' 1""",205,L,Right Wing
2912,8449418,Girard McDonald,1958-03-18,Weymouth,USA,USA,"6' 3""",189,R,Defenseman
3069,8447479,Mats Hallin,1958-03-19,Eskilstuna,SWE,SWE,"6' 2""",200,L,Center
2697,8447429,Bengt-Ake Gustafsson,1958-03-23,Karlskoga,SWE,SWE,"6' 0""",190,L,Left Wing
2987,8446952,Lou Franceschetti,1958-03-28,Toronto,CAN,CAN,"6' 0""",200,L,Left Wing
2921,8447434,Peter Gustavsson,1958-03-30,Bollebygd,SWE,SWE,"6' 1""",188,L,Left Wing
2517,8449175,Brad Marsh,1958-03-31,London,CAN,CAN,"6' 3""",220,L,Defenseman
2478,8447238,Kevin Krook,1958-04-05,Cold Lake,CAN,CAN,"5' 11""",187,L,Defenseman
2805,8449349,Dan McCarthy,1958-04-07,St. Mary's,CAN,CAN,"5' 10""",174,L,Center
2999,8449934,Ted Nolan,1958-04-07,Sault Ste. Marie,CAN,CAN,"6' 0""",185,L,Right Wing
2563,8446317,Richard David,1958-04-08,Notre-Dame-de-la-Salette,CAN,CAN,"6' 0""",195,L,Left Wing
2754,8446883,Jon Fontas,1958-04-11,Boston,USA,USA,"5' 10""",185,R,Center
3006,8449884,Jim Nill,1958-04-11,Hanna,CAN,CAN,"6' 0""",185,R,Right Wing
2549,8451493,Brad Smith,1958-04-13,Windsor,CAN,CAN,"6' 0""",194,R,Right Wing
2668,8444897,Keith Acton,1958-04-15,Stouffville,CAN,CAN,"5' 8""",170,L,Center
2804,8448637,Tom Laidlaw,1958-04-15,Brampton,CAN,CAN,"6' 2""",215,L,Defenseman
3846,8446789,Viacheslav Fetisov,1958-04-20,Moscow,RUS,RUS,"6' 1""",215,L,Defenseman
2525,8452281,Ryan Walter,1958-04-23,New Westminster,CAN,CAN,"6' 0""",200,L,Center
2488,8449416,Mike McDougal,1958-04-30,Port Huron,USA,USA,"6' 2""",205,L,Right Wing
3215,8448657,Larry Landon,1958-05-04,Niagara Falls,CAN,CAN,"6' 0""",191,R,Left Wing
2842,8452254,Howard Walker,1958-05-08,Grande Prairie,CAN,CAN,"6' 0""",205,L,Defenseman
2474,8451857,Steve Tambellini,1958-05-14,Trail,CAN,CAN,"6' 0""",185,L,Center
2638,8452304,David Watson,1958-05-19,Kirkland Lake,CAN,CAN,"6' 2""",189,NA,Left Wing
2698,8448260,Wes Jarvis,1958-05-30,Toronto,CAN,CAN,"5' 11""",185,L,Center
2940,8451867,Mark Taylor,1958-06-01,Vancouver,CAN,CAN,"6' 0""",189,L,Center
2623,8448361,Randy Johnston,1958-06-02,Brampton,CAN,CAN,"6' 0""",190,L,Defenseman
2539,8445207,Wayne Babych,1958-06-06,Edmonton,CAN,CAN,"5' 11""",191,R,Right Wing
3929,8449163,Sergei Makarov,1958-06-19,Chelyabinsk,RUS,RUS,"5' 11""",195,L,Right Wing
2490,8451995,Dean Turner,1958-06-22,Dearborn,USA,USA,"6' 2""",216,NA,Defenseman
2508,8450469,Larry Playfair,1958-06-23,Fort St. James,CAN,CAN,"6' 3""",216,L,Defenseman
3515,8446971,Karl Friesen,1958-06-30,Winnipeg,CAN,CAN,"5' 11""",154,L,Goalie
3079,8446982,Bob Froese,1958-06-30,St. Catharines,CAN,CAN,"5' 10""",176,L,Goalie
2808,8452355,Steve Weeks,1958-06-30,Scarborough,CAN,CAN,"5' 11""",170,L,Goalie
2851,8445276,John Barrett,1958-07-01,Ottawa,CAN,CAN,"6' 1""",210,L,Defenseman
3072,8449513,George McPhee,1958-07-02,Guelph,CAN,CAN,"5' 9""",174,L,Left Wing
2938,8451383,Ilkka Sinisalo,1958-07-10,Helsinki,FIN,FIN,"6' 0""",200,L,Right Wing
2695,8446269,Glen Currie,1958-07-18,Lachine,CAN,CAN,"6' 2""",180,L,Center
2690,8452288,Gordon Wappel,1958-07-26,Regina,CAN,CAN,"6' 2""",205,L,Defenseman
3149,8445433,Bob Bergloff,1958-07-26,Dickinson,USA,USA,"6' 1""",185,R,Defenseman
2918,8445878,Dave Cameron,1958-07-29,Charlottetown,CAN,CAN,"6' 0""",185,L,Center
2799,8448412,Jari Kaarela,1958-08-08,Tampere,FIN,FIN,"5' 10""",165,L,Goalie
2494,8448857,Ken Linseman,1958-08-11,Kingston,CAN,CAN,"5' 11""",180,L,Center
2659,8449020,Craig MacTavish,1958-08-15,London,CAN,CAN,"6' 1""",200,L,Center
2922,8448426,Christer Kellgren,1958-08-15,Gothenburg,SWE,SWE,"6' 0""",173,L,Left Wing
2555,8450259,Steve Payne,1958-08-16,Toronto,CAN,CAN,"6' 2""",202,L,Left Wing
3081,8447063,Rob Garner,1958-08-17,Weston,CAN,CAN,"5' 11""",180,L,Center
2708,8451801,Darryl Sutter,1958-08-19,Viking,CAN,CAN,"5' 11""",175,L,Center
2883,8452243,Don Waddell,1958-08-19,Detroit,USA,USA,"5' 10""",182,L,Center
2544,8446363,Bill Derlago,1958-08-25,Birtle,CAN,CAN,"5' 10""",194,L,Center
2712,8447800,Glenn Hicks,1958-08-28,Red Deer,CAN,CAN,"5' 10""",177,L,Left Wing
2487,8449102,Don Maloney,1958-09-05,Lindsay,CAN,CAN,"6' 0""",189,L,Left Wing
2993,8446795,Dave Feamster,1958-09-10,Detroit,USA,USA,"5' 11""",180,L,Defenseman
2514,8450633,Joel Quenneville,1958-09-15,Windsor,CAN,CAN,"6' 1""",200,L,Defenseman
2521,8449738,Paul Mulvey,1958-09-27,Sudbury,CAN,CAN,"6' 3""",216,L,Left Wing
2480,8449100,Merlin Malinowski,1958-09-27,North Battleford,CAN,CAN,"6' 0""",189,L,Center
2850,8452551,Brian Young,1958-10-02,Jasper,CAN,CAN,"6' 0""",182,R,Defenseman
3840,8449779,Sergei Mylnikov,1958-10-06,Chelyabinsk,RUS,RUS,"5' 10""",176,L,Goalie
2863,8447843,Dave Hindmarch,1958-10-15,Vancouver,CAN,CAN,"5' 11""",182,R,Right Wing
2857,8448899,Larry Lozinski,1958-10-16,Hudson Bay,CAN,CAN,"5' 11""",175,L,Goalie
3415,8451105,Kjell Samuelsson,1958-10-18,Tingsryd,SWE,SWE,"6' 6""",235,R,Defenseman
2572,8451432,Louis Sleigher,1958-10-23,Nouvelle,CAN,CAN,"5' 10""",200,R,Right Wing
2744,8449616,Gerry Minor,1958-10-27,Regina,CAN,CAN,"5' 8""",174,L,Center
3144,8448980,Brian MacLellan,1958-10-27,Guelph,CAN,CAN,"6' 3""",220,L,Left Wing
2537,8451387,Bjorn Skaare,1958-10-29,Oslo,NOR,NOR,"6' 0""",180,L,Center
2734,8451362,Risto Siltanen,1958-10-31,Tampere,FIN,FIN,"5' 6""",189,R,Defenseman
2888,8446975,Ron Friest,1958-11-04,Windsor,CAN,CAN,"5' 11""",185,L,Left Wing
2700,8448975,Paul MacKinnon,1958-11-06,Brantford,CAN,CAN,"6' 0""",194,NA,Defenseman
2855,8448275,Al Jensen,1958-11-27,Hamilton,CAN,CAN,"5' 10""",180,L,Goalie
2803,8448529,Chris Kotsopoulos,1958-11-27,Toronto,CAN,CAN,"6' 3""",215,R,Defenseman
2567,8448294,Terry Johnson,1958-11-28,Calgary,CAN,CAN,"6' 3""",210,L,Defenseman
2755,8447176,Curt Giles,1958-11-30,The Pas,CAN,CAN,"5' 8""",175,L,Defenseman
2477,8447191,Mike Gillis,1958-12-01,Sudbury,CAN,CAN,"6' 1""",195,L,Left Wing
3848,8451680,Sergei Starikov,1958-12-04,Chelyabinsk,RUS,RUS,"5' 10""",224,L,Defenseman
3115,8446950,Bobby Francis,1958-12-05,North Battleford,CAN,CAN,"5' 9""",175,R,Center
3077,8450512,Dave Poulin,1958-12-17,Timmins,CAN,CAN,"5' 11""",190,L,Center
2497,8452492,Behn Wilson,1958-12-19,Toronto,CAN,CAN,"6' 2""",209,NA,Defenseman
2818,8446242,Keith Crowder,1959-01-06,Windsor,CAN,CAN,"6' 0""",190,R,Right Wing
2636,8450642,Rob Ramage,1959-01-11,Byron,CAN,CAN,"6' 2""",200,R,Defenseman
2787,8445983,Billy Carroll,1959-01-19,Toronto,CAN,CAN,"5' 10""",190,L,Center
2711,8446876,Mike Foligno,1959-01-29,Sudbury,CAN,CAN,"6' 2""",195,R,Right Wing
2784,8449789,Don Nachbaur,1959-01-30,Kitimat,CAN,CAN,"6' 2""",200,L,Center
2686,8448144,Earl Ingarfield,1959-01-30,Lethbridge,CAN,CAN,"5' 11""",185,L,Center
2746,8447569,Mark Hardy,1959-02-01,Samedan,CHE,CAN,"5' 11""",195,L,Defenseman
2640,8447980,Ed Hospodar,1959-02-09,Bowling Green,USA,USA,"6' 2""",210,R,Defenseman
3119,8447498,Gord Hampson,1959-02-13,Vancouver,CAN,CAN,"6' 3""",210,L,Left Wing
2671,8447205,Gaston Gingras,1959-02-13,North Bay,CAN,CAN,"6' 1""",200,L,Defenseman
2651,8450595,Brian Propp,1959-02-15,Lanigan,CAN,CAN,"5' 10""",195,L,Left Wing
3403,8451743,Sam St. Laurent,1959-02-16,Arvida,CAN,CAN,"5' 10""",190,L,Goalie
2594,8450849,Gerry Rioux,1959-02-17,Iroquois Falls,CAN,CAN,"5' 10""",194,R,Right Wing
2615,8450798,Mark Renaud,1959-02-21,Windsor,CAN,CAN,"5' 10""",185,L,Defenseman
2794,8446419,Gary Dillon,1959-02-28,Toronto,CAN,CAN,"5' 10""",173,L,Center
2907,8445715,Jeff Brownschidle,1959-03-01,Buffalo,USA,USA,"6' 2""",200,R,Defenseman
3134,8446625,Ken Ellacott,1959-03-03,Paris,CAN,CAN,"5' 8""",154,L,Goalie
2602,8444913,Ray Allison,1959-03-04,Cranbrook,CAN,CAN,"5' 10""",195,R,Right Wing
2719,8451992,Perry Turnbull,1959-03-09,Bentley,CAN,CAN,"6' 2""",200,L,Center
3146,8451828,Phil Sykes,1959-03-18,Pouce Coupe,CAN,CAN,"6' 0""",175,L,Left Wing
2735,8451918,Michael Toal,1959-03-23,Red Deer,CAN,CAN,"6' 0""",178,R,Center
2584,8446293,Pat Daley,1959-03-27,Marville,FRA,FRA,"6' 1""",176,L,Left Wing
2660,8449403,Brad McCrimmon,1959-03-29,Dodsland,CAN,CAN,"5' 11""",197,L,Defenseman
2717,8446219,Bob Crawford,1959-04-06,Belleville,CAN,USA,"5' 11""",180,R,Right Wing
2662,8445272,Marco Baron,1959-04-08,Montréal,CAN,CAN,"5' 10""",180,L,Goalie
3326,8448265,Arto Javanainen,1959-04-08,Pori,FIN,FIN,"6' 0""",185,R,Right Wing
2568,8448615,Pierre Lacroix,1959-04-11,Quebec City,CAN,CAN,"5' 11""",185,L,Defenseman
2957,8446821,Ron Fischer,1959-04-12,Merritt,CAN,DEU,"6' 2""",195,R,Defenseman
3209,8444917,Dave Allison,1959-04-14,Fort Frances,CAN,CAN,"6' 1""",200,R,Defenseman
2729,8448884,Kevin Lowe,1959-04-15,Lachute,CAN,CAN,"6' 2""",200,L,Defenseman
2613,8449860,Ray Neufeld,1959-04-15,St. Boniface,CAN,CAN,"6' 3""",209,R,Right Wing
2589,8449119,Jimmy Mann,1959-04-17,Montréal,CAN,CAN,"6' 0""",205,R,Right Wing
2743,8448913,Gary Lupul,1959-04-20,Powell River,CAN,CAN,"5' 8""",171,L,Center
2639,8446129,Pat Conacher,1959-05-01,Edmonton,CAN,CAN,"5' 8""",190,L,Left Wing
2582,8446079,Dave Christian,1959-05-12,Warroad,USA,USA,"6' 0""",180,R,Right Wing
2774,8450465,Mark Plantery,1959-05-14,St. Catharines,CAN,CAN,"6' 0""",194,L,Defenseman
2680,8452152,Rick Vaive,1959-05-14,Ottawa,CAN,CAN,"6' 1""",198,R,Right Wing
2750,8452366,Jay Wells,1959-05-18,Paris,CAN,CAN,"6' 1""",210,L,Defenseman
2703,8450655,Errol Rausse,1959-05-18,Quesnel,CAN,CAN,"5' 9""",178,L,Left Wing
2909,8446977,Dan Fridgen,1959-05-18,Arnprior,CAN,CAN,"5' 11""",175,L,Left Wing
2942,8448853,Pelle Lindbergh,1959-05-24,Stockholm,SWE,SWE,"5' 9""",198,L,Goalie
2831,8452287,Rick Wamsley,1959-05-25,Simcoe,CAN,CAN,"5' 11""",185,L,Goalie
2692,8450835,Pat Riggin,1959-05-26,Kincardine,CAN,CAN,"5' 8""",169,L,Goalie
3102,8445582,Serge Boisvert,1959-06-01,Drummondville,CAN,CAN,"5' 9""",172,R,Right Wing
2870,8448038,Charlie Huddy,1959-06-02,Oshawa,CAN,CAN,"6' 0""",210,L,Defenseman
3147,8448715,Gary Laskoski,1959-06-06,Ottawa,CAN,CAN,"6' 2""",185,L,Goalie
2747,8447962,Dean Hopkins,1959-06-06,Cobourg,CAN,CAN,"6' 1""",210,R,Right Wing
2776,8451621,Don Spring,1959-06-16,Maracaibo,VEN,CAN,"5' 10""",194,L,Defenseman
3171,8452555,Richard Yates,1959-06-18,Montréal,CAN,CAN,"5' 10""",169,R,Center
2715,8449972,John Ogrodnick,1959-06-20,Ottawa,CAN,CAN,"6' 0""",204,L,Left Wing
